timestamp,content,source,sentiment
"Jun 4, 2021 @ 17:45:46.905","چی شده ؟
تو گه خوری این دفعه #شورای_نگهبان ، قاشق کی جا مونده ؟",twitter,neg
"Jun 4, 2021 @ 17:45:01.787","داشتن #ولی_صادق نعمتی هست که برخی ها از درک اون عاجزند",twitter,neu
"Jun 4, 2021 @ 17:44:37.872","متاسفانه منابع ساختگی همیشه ریشه ما رو زیر سوال برده.
خوشم اومد که واژه کورد رو درست نوشتید😍😍😍",twitter,pos
"Jun 4, 2021 @ 17:44:32.298","از شوک وارده و تصمیمات احتمالی بعدش",twitter,neu
"Jun 4, 2021 @ 17:44:27.998","همچنین که تولدشو تبریک گفتی☹️
نرگسم
بنده خدا",twitter,neg
"Jun 4, 2021 @ 17:44:22.163","من تا به حال با هات‌بیت کار نکردم حداقل مقدار سفارشی که میشه گذاشت چقدره؟ ۱۰ دلاره؟",twitter,neu
"Jun 4, 2021 @ 17:44:12.128","به جوری نگاه میکنن پرات میریزه",twitter,neu
"Jun 4, 2021 @ 17:43:58.551","#محالات 
آنکه خود را به خواب زده نمی‌توان بیدار کرد.",twitter,neg
"Jun 4, 2021 @ 17:43:44.593","بیشتر از تصور ما. خیلی بیشتر",twitter,neu
"Jun 4, 2021 @ 17:43:40.931","تعقیب و گریز و تیراندازی به مزدا مسروقه در اتوبان تهران کرج  ازطریق",twitter,neu
"Jun 4, 2021 @ 17:43:30.826","یکی دیگه هم گفت اخه",twitter,neu
"Jun 4, 2021 @ 17:43:25.464","عصر جمعه تو خونه تنها شدم😔☹
دلم واسه این ناشناس که روم کراش زده بود هم تنگ شده حتی🚬",twitter,neg
"Jun 4, 2021 @ 17:43:23.721","۵۸درصد مردم که در انتخابات شرکت نکردن
کل مردمی که تو این ۲هفته صداشون دراومده
۷۰درصد مردم که طبق نظرسنجیا تمایلی به شرکت در انتخابات ندارن",twitter,neu
"Jun 4, 2021 @ 17:43:15.391","هرگز به غیر جانان
ما جان نمی فروشیم
جان می دهیم اما
جانان نمی فروشیم
دشمن اگر ببخشد
کاخ سفید خود را
یک تار موی رهبر
بر آن نمی فروشیم

#ولی_صادق",twitter,neu
"Jun 4, 2021 @ 17:43:11.778","آحاد مردم در هر جای كشور كه هستند؛ در شهر، در روستا، در مركز، در كلانشهرها و در همه جا، باید به دنبال این باشند كه هر كسی حرفی میزند، بر اساس قانون باشد؛ هر كسی توقعی دارد، بر اساس قانون باشد.
#ما_منتظر_انتخاباتیم 
#ما_منتظر_انتخاباتیم
#رای_میدهم",twitter,neu
"Jun 4, 2021 @ 17:42:56.702","اینو اون زمان نمیدونستم الانم دیدم مینویسن اگر یکی پارک کرده جلو خونتون به یه شماره ای زنگ بزنید به صاحبش زنگ میزنن ولی هنوز باورم نمیشه همچین امکاناتی داریم :)))",twitter,neu
"Jun 4, 2021 @ 17:42:45.664","به قول یکی از دوستان 
عقیده شخصی مترادف حقیقت «فکت/fact» نیست",twitter,neu
"Jun 4, 2021 @ 17:42:44.521","امیدوارم بعد از انجام ساب سیژن، گریه کردن ایرادی نداشته باشه
وگرنه که همه‌ی زحمت دکترم رو هدر دادم!...",twitter,neu
"Jun 4, 2021 @ 17:42:39.161","بعضیاتون اینقد خوشگلین که دلم نمیاد بِکِشمتون زیباییتون زیره سوال میره",twitter,pos
"Jun 4, 2021 @ 17:42:37.975","#امام_خمینی(ره):
«من در میان شما باشم یا نباشم نگذارید این انقلاب به دست نااهلان و نامحرمان بیفتد.»
#ما_منتظر_انتخاباتیم #رای_میدهم",twitter,pos
"Jun 4, 2021 @ 17:42:36.902","انگشت به لب مانده ام از قاعده‌ی عشق ...!
ما یار ندیده تب معشوق کشیدیم.

#اللهم_عجل_لوليك_الفرج",twitter,pos
"Jun 4, 2021 @ 17:42:32.876","اگه این دوره های بلاگریو بگذرونی با موش که سهله با داستان های موش گمشده هم میتونی بلاگر بشی :)))",twitter,pos
"Jun 4, 2021 @ 17:42:26.491","چرا یه جور ناجور شدی😐",twitter,neu
"Jun 4, 2021 @ 17:42:26.259","کاش خیلیامون بدونیم  ما  به این کوچیکی در حد دیس کرده  یک قشر از جامعه نیستیم هر  قشری حالا",twitter,neg
"Jun 4, 2021 @ 17:42:24.060","سرگروه؟!
بس کن حوصله بحث با تو ابله ندارم
تروریست هم تو و امثال تو هستین ک بچه هاتون هم تروریست بار میارین",twitter,neg
"Jun 4, 2021 @ 17:42:08.095","پماد آنتی‌هموروئید رو انگاری بیشتر از حد معمول زدم، ماتحتم داره می‌سوزه. انواع اقدامات لازمِ پس از استعمال نادرست رو هم انجام دادم که فقط کمی تأثیر داشت. خوبه مادرم رفته پایین خونۀ خواهرم، می‌تونم با خیال راحت ناله کنم و زوزه بکشم.",twitter,neu
"Jun 4, 2021 @ 17:41:52.514","ایشون دوباره و دوباره احترام منو نسبت به حودش به دست اورد",twitter,pos
"Jun 4, 2021 @ 17:41:45.551","داوش اگه زن داداشت بفهمه چوب تو یه جام میکنه🚶🏼‍♂️🤦🏼‍♂️",twitter,neg
"Jun 4, 2021 @ 17:41:43.709","اگه شانسِ ماس از همون بالا سرته میشیم و با مغز میخوریم زمین و بقیه مسیرهم عین فرش لول شده ادامه میدیم تا برسیم به مسیر😐😂",twitter,neg
"Jun 4, 2021 @ 17:41:41.892","😂😂😂😂 اگه من نمیگفتم همینطوری تو گمراهی میموندین😂",twitter,pos
"Jun 4, 2021 @ 17:41:36.214","عالیه.
موافقم.
در فکر این هستم بخشی را بهش اختصاص بدم برای همین زیاد وارد کارهاش نشدم الان.
کار خیلی خوبیه",twitter,pos
"Jun 4, 2021 @ 17:41:25.469","هرگز در بدترین رویاهای کودکی هم تصور  نمیکردم  در 36سالگی بزرگترین آرزویم #مرگ باشد 
#چه
#کردید
#باما
#ممنونم 
#جمهوري_اسلامي",twitter,neg
"Jun 4, 2021 @ 17:41:24.544","👌👌👌با دادن اطلاعات به دیگران ، اونا هم به خودشون اجازه ی مداخله به حریمت رو میدن . حالا این ادما هر کسی با هر نسبتی میتونن باشن",twitter,neu
"Jun 4, 2021 @ 17:41:17.481","بعضي وقتا هوس كباب ميكنم ولي به محض اينكه بوش بهم ميخوره كل وجودم بهم ميپيچه",twitter,neg
"Jun 4, 2021 @ 17:41:08.768","تو مگه برعکس حرف نمیزدی؟ یعنی الان پرچم دست خامنه ای نیست؟ خاطرت جمع نیست؟ یا چی؟",twitter,neu
"Jun 4, 2021 @ 17:41:06.648","یه سوالی از محضرتان دارم. در طی تحقیقات خودتون احیانا با نام ""روشن لنکرانسکی/ روشن جانیف"" برخورد کردید؟ 
او هم تالش و از لنکران بود و یکی از سران بزرگ مافیا مسکو بود که در سال ۲۰۱۴ (اگر سهو نکرده باشم) اتومبیلش در  استانبول تیرباران شد و به قتل رسید.",twitter,neu
"Jun 4, 2021 @ 17:40:55.400","سلام به روی ماهت",twitter,pos
"Jun 4, 2021 @ 17:40:53.304","واقعا از جمعه ها بدم میااااااااد",twitter,neg
"Jun 4, 2021 @ 17:40:46.297","معنی شبات را می توانید در آخرین توئیت این انجمن بخوانید",twitter,neu
"Jun 4, 2021 @ 17:40:26.906","#سرمایه ، احمق و وفادار و خائن ندارد. #سرمایه سرمایه است. 
بیاید خود را به خریّت نزنیم.",twitter,neg
"Jun 4, 2021 @ 17:40:01.691","بلاکش کن،😂دو سال پیشم یکی اومده بود دایرکت من میگفت برای پروژه تحقیقاتی جواب سوالامو بده و از این جور سوالا میپرسید و عکس‌شونم دختر میذارن ک باهاشون حرف بزنیم",twitter,neu
"Jun 4, 2021 @ 17:39:56.643","مگه کدخدایی نگفت رای گیری در شورای نگهبان مخفیانه است؟
پس از کجا میدونن یک کاندیدا چرا رد صلاحیت شده؟
حالا اونی که 12 رای منفی داشته هیچی
اونی که با 6 رای مثبت رد شده و فقط یک رای کم داشته رو چطور میخان حتی به خودش بگن چرا رد شدی؟
این از ایرادات ساختاری شورای نگهبانه",twitter,neg
"Jun 4, 2021 @ 17:39:44.965","کصخل کیست ؟؟ 

منی که پارسال فکر میکردم ۲۰۲۱ همچی درست میشه 🤦🏼‍♂️😂",twitter,neu
"Jun 4, 2021 @ 17:39:38.722","بهادر جان این سناریو احتمالی هست؟",twitter,neu
"Jun 4, 2021 @ 17:39:35.890","وزارت اطلاعات و ارتباطات!
الحق که خیلی خوب هماهنگید!!
یکی گزارش غلط میده، یکی اونو پخش میکنه
دستِ آخر هم همین جریان طلبکار میشن و درخواست #جبران میکنند!",twitter,neg
"Jun 4, 2021 @ 17:39:35.246","این منشناشو ریپورت کنید💅",twitter,neg
"Jun 4, 2021 @ 17:39:32.228","تامین امنیت فرودگاه‌های افغانستان به نیروهای افغان واگذار می‌شود..
#مسئولیت
#تامین
#امنیت
#فرودگاه
#افغانستان
#افغان",twitter,neu
"Jun 4, 2021 @ 17:39:18.598","تموم لحظه های تو تا وقتی دستِ تقدیره
همین‌حالا همین لحظم واسه تصمیم تو دیره...
#آخرین_روز #سیروان_خسروی",twitter,neu
"Jun 4, 2021 @ 17:39:16.127","از من؟",twitter,neu
"Jun 4, 2021 @ 17:38:49.192","دوتا هم ی داره🚶‍♀️🚶‍♀️",twitter,neu
"Jun 4, 2021 @ 17:38:46.151","دخترا هم از دوست‌دختر پسرا بدشون میاد!",twitter,neu
"Jun 4, 2021 @ 17:38:24.419","اون قسمتو اجازه ندادن من تو خونه ببینم، دنبالش هستم :))",twitter,neu
"Jun 4, 2021 @ 17:38:23.798","رهبر فرمودند؟!! منظورت خامنه‌ای کثیفه؟
یعنی انقدر کوری؟!!یه روز اعراب دست شاه ما رو میبوسیدند،الان دارن هایپرلوپ میسازن و ما همچنان با گونی جلوی سیل رو میگیریم،کشور دارای رتبه پنجم منابع طبیعی دنیا تو تورم چهارم،این همه فقر رو نمیبینی بعد میگی رهبری(علی چلاغ)فرمودند!!!
خاک بر سرت",twitter,neg
"Jun 4, 2021 @ 17:38:18.434","رهبر انقلاب: مردم بدانند اثر انتخابات تا چند سال باقی خواهد ماند / کسانی که نرفتن به پای صندوق را ترویج میکنند دلسوز مردم نیستند.

#ما_منتظر_انتخاباتیم 
#رای_میدهم",twitter,neu
"Jun 4, 2021 @ 17:38:10.984","🏆این جام
🏅این مدال
🏡اینم یه خونه تو شمال😂
شکستو میپذیرم",twitter,neu
"Jun 4, 2021 @ 17:37:48.978","مگه GOT کابل انتقال دیتا واسه گوشی نیس به فلش 😕",twitter,neu
"Jun 4, 2021 @ 17:37:46.437","با توجه به اینکه از رمان اقتباس شده، امیدوارم و احتمالا به لحاظ درام پرتر از قورباغه خواهد بود",twitter,neu
"Jun 4, 2021 @ 17:37:46.218","ای‌بابا منم لو رفتم که 😂",twitter,neu
"Jun 4, 2021 @ 17:37:36.667","امام علی علیه السلام :
بدترین مردم کسی است که عیوب مردم را دنبال کند در حالی که نابینای عیوب خود است.",twitter,neu
"Jun 4, 2021 @ 17:37:24.756","خداروشکر که خوب و سالمی گذشت دیگه",twitter,pos
"Jun 4, 2021 @ 17:37:23.809","گلوبال ویتنس"" یک موسسه بین‌المللی گزارش داد که درآمد طالبان از استخراج و تجارت تالک ننگرهار در سال به حدود ۴ میلیون دلار و سهم گروه داعش هم به صدها هزار دلار هم می‌رسد.در این گزارش آمده بود که این گروه‌ها از تمام منابع معدنی افغانستان سالانه حدود ۳۰۰ میلیون دلار به دست می‌آورند",twitter,neu
"Jun 4, 2021 @ 17:37:14.700","من ختی نصب هم نکردم😁",twitter,neu
"Jun 4, 2021 @ 17:36:50.199","ببین وقتی داری راجع به بچه محلای من حرف میزنی بدون بزرگترت کیه این محل بزرگ داره خوب داره خوبش به تو نمیرسه ما تعصب داشیامونو میکشیم داشیامونم تعصب مارو میکشن.به درد نخور تو که بچه لات نیسی تو دکور لاتی. به مولا اگه اینجا بودی پارت میکردم.",twitter,neg
"Jun 4, 2021 @ 17:36:46.306","ما خواهان حقوق عادلانه هستیم حقوق ما یک سوم حقوق دانشگاه دولتی است با مدرک یکسان و کار مشابه 
به بی احترامی و آزار اساتید پایان دهید #به_داد_اساتید_دانشگاه_آزاد_برسید",twitter,neg
"Jun 4, 2021 @ 17:36:37.533","با  روشن  شدن افکار عمومی از  اصل جریان فتنه که  اصلاحات  جهت براندازی 
 طی کرد چه معلوم اگر پرونده دوباره به جریان افتاد  حکم سنگین تری  براتون  نزنند ؟
قبول میکنید؟",twitter,neu
"Jun 4, 2021 @ 17:36:30.561","اینقد از شستن دستام خسته‌ام که الان فندک گرفتم سر انگشتامو با آتیش تمیز کنم.",twitter,neu
"Jun 4, 2021 @ 17:36:07.096","#انتخابات_ايران
ديدگاه نژاد پرستانه نظريه پرداز مرکز و جمهوری اسلامی نسبت به همنوعان خود؛ روستائیان محترم..! 
این بیماری حاصل تفکر شاه و آخوند است که گریبانگیر جغرافیای سیاسی ایران شده.

بشنوید👇",twitter,neg
"Jun 4, 2021 @ 17:35:45.738","آرای خاکستری را بیابید
رای سیاه وضدانقلاب را رها کنید.
فقط اهل تردید و آرای خاکستری.
بند دو وپنج برای این گروه است.
از نزدیکان ودوستان وفامیل شروع کنید.
#ما_منتظر_انتخاباتیم 
#من_رأی_میدهم",twitter,neu
"Jun 4, 2021 @ 17:35:44.159","غصه وعده های عملی نشده کاندیداها را   #ولی_صادق  میخورد، اوف بر کاندیداها  اگر به دروغ مردم را فریب دهند.......",twitter,neg
"Jun 4, 2021 @ 17:35:41.294","اصل 115 واضحه
لاریجانی و جهانگیری
مدبر دارای حسن سابقه امانتدار نبودن رد شدن
دروغ هم گفتن تقوا هم پس نداشتن
مغزت و کار بنداز
قانون اساسی واضحه عین روز",twitter,neu
"Jun 4, 2021 @ 17:35:33.191","خب خودتون میدونید که پسرا یکم توی تشخیص رنگ ها ضعیفن 😂",twitter,neu
"Jun 4, 2021 @ 17:35:29.173","😕 باید روی این مسئله بیشتر کار بکنیم. حتی توییت های همدیگرو ترجمه و کوت بکنیم 🤔",twitter,neu
"Jun 4, 2021 @ 17:35:10.303","دانشجویی؟ یه ترمم بیفت داداش مگه چی میشه؟😅",twitter,neu
"Jun 4, 2021 @ 17:35:08.831","دیوانگی ما به کسی ربط ندارد😎",twitter,neu
"Jun 4, 2021 @ 17:35:03.847","اگه من نباشم کی با بالای شکسته با تو پرواز می‌کنه
#EXO #엑소



Don't Fight The Feeling✨",twitter,neu
"Jun 4, 2021 @ 17:34:54.159","فروشگاه ‌های آنلاین واقعاً گرونن، به قول بعضی‌ها دم خونه ما این طوری نیست 😃",twitter,neg
"Jun 4, 2021 @ 17:34:50.961","یه استاد فوق غدد اطفال داشتیم فلو بیماریهای متابولیک مادرزادی یه همچین چیزی گرفته بود
اینقدر مطبش مریض نداشت که میومد مقیم وایمیستاد سرماخوردگی بستری میکرد",twitter,neu
"Jun 4, 2021 @ 17:34:49.123","من که همیشه عالیم
تو افتخار کن ک با من دوستی خانوم گاو😂😌",twitter,pos
"Jun 4, 2021 @ 17:34:47.621","در انتخابات شرکت میکنم چون به آینده کشورم امید دارم🇮🇷

در انتخابات شرکت میکنم تا امنیت کشورم حفظ بشه 🇮🇷

در انتخابات شرکت میکنم تا خودم برای آینده کشورم تصمیم بگیرم🇮🇷#ایران_همدل #رئیسی

درانتخاب شرکت میکنم چون از وضع موجود رضایت ندارم 🇮🇷",twitter,pos
"Jun 4, 2021 @ 17:34:41.917","شهیدی دیگری از #آبان_٩٨ 
#میلاد_نژه_ورد
جوانی ۲۴ساله که جان پاکش با شلیک مستقیم گلوله حکومت دیکتاتوری در فردیس کرج ستانده شد
او در قبرستان چهارراه ملارد خیابان دانشگاه به خاک سپرده شد

#راى_من_سرنگونى",twitter,neg
"Jun 4, 2021 @ 17:34:33.112","رابطه ی خوب ما در فصل تابستان با سیم های بدون برق :/",twitter,neu
"Jun 4, 2021 @ 17:33:51.592","اینایی که بدنشون آهنربایی شده رو اگه روی آب شناور بذارید کونشون شمالو نشون میده.",twitter,neu
"Jun 4, 2021 @ 17:33:42.084","من تو مملکت و  آخوندا هم می گم :))",twitter,neu
"Jun 4, 2021 @ 17:33:40.204","امروز برای اولین باز تو زندگیم یه پادکستو تا آخر گوش دادم و خیلی هم لذت بردم و متوجه شدم علت بی علاقگیم به پادکست، انتخاب موضوع نامناسب بود :-)",twitter,pos
"Jun 4, 2021 @ 17:33:24.238","انقدر بی‌وقفه به گرمارودی ریدم که بچه‌ها ازم عذرخواهی کردن که مجبورم کردن درسش بدم.",twitter,neg
"Jun 4, 2021 @ 17:33:02.866","باید یه دانشگاه امام شناسی واسه عدم برداشت هر چیز دلخواهی از صحبتای رهبری بزارن خدایی",twitter,neu
"Jun 4, 2021 @ 17:32:57.162","فرض کن تایتانیک ،چقدر اخرشو دلت میخواست جور دیگه تموم بشه من این فرصت رو بهت میدم قصه زندگی منو با تخیل خودت رقم بزنی شاید پایانش قشنگتر تموم شد",twitter,pos
"Jun 4, 2021 @ 17:32:53.052","اولا که قابل اثبات نیست
دوما که چی بشه؟",twitter,neu
"Jun 4, 2021 @ 17:32:47.642","ربانی: جریان‌های موثر سیاسی اجازه ندهند که چند فرد برای تداوم سلطه خود جنگ را تشدید کنند",twitter,neu
"Jun 4, 2021 @ 17:32:37.644","من نمیتونم کپی پیس کنم فقط زدم کپی از نسخه🥺",twitter,neu
"Jun 4, 2021 @ 17:32:30.478","این قهرمانی ثابت کرد دروغ که هیچی، گه می‌خورن.",twitter,neg
"Jun 4, 2021 @ 17:32:27.968","من پیندورا باکس لیامم.
زین میخواد فوتوشوت بده.
لیام میخواد آلبوم بده.
پونزدهم میخواد آرت هاشو بهمون نشون بده.
زینم میخواد آلبوم بده.
اشلی بچه تو راه داره.
ارای جدیدش شروع شده.
ایوا هم میخواد دهم سینگل بده.
شخصیتم دقیقا چیزی شد که میخواستم.
همه چی خوبه.
به جز اینکه هنوز اینجام.",twitter,pos
"Jun 4, 2021 @ 17:32:26.726","چشاشونو وا نمی‌کنن که",twitter,neg
"Jun 4, 2021 @ 17:32:23.394","کلا دقت کردم گیر دادی به پدر و خانواده پدری!😂دوری کن ازشون فکی روحیچ😂🤚🏻",twitter,neu
"Jun 4, 2021 @ 17:32:21.521","من تا حالا دو بار در زندگیم اسپویل کردم.
یه بار رفتم کافه اسم نوشیدنی‌هاشون توکیو، برلین، نایروبی و اینا بود گفتم آخی مرحوم نایروبی🙁 که اسپویل شد واسه دختره که سفارش می‌گرفت (البته خیلی گذشته بود از اومدن سریال)
و دومین بار هم ... همین الان واسه شما که این توییتو خوندین.",twitter,neu
"Jun 4, 2021 @ 17:32:12.369","ناموسا چقدر بیکاری که فیو‌های توییت ملت رو چک میکنی😜😂😂",twitter,neu
"Jun 4, 2021 @ 17:31:56.819","خیلی هم شیک",twitter,pos
"Jun 4, 2021 @ 17:31:56.416","پیل ماه و سال را پهلو نمی کردم تهی
با غمت پهلو زدم
غم پهلوان است ای پری",twitter,neu
"Jun 4, 2021 @ 17:31:50.673","میترسم از فکرکردن بهش حتی",twitter,neg
"Jun 4, 2021 @ 17:31:41.455","تازه با لباس جدیدم عکس داره کاپیتان",twitter,neu
"Jun 4, 2021 @ 17:31:40.650","البته تا جایی که من می دونم این بخشی از صحبت هاش بوده. حالا با محسن رضایی بودنش کار ندارم ولی کلا این تقطیع صحبت ها داستان بوده همیشه و باعث سوء برداشت میشه معمولا",twitter,neu
"Jun 4, 2021 @ 17:31:33.193","تو بخشید نیستی عزیزمی😔",twitter,pos
"Jun 4, 2021 @ 17:31:21.391","اگه یدونشو هدیه کنه به من میتونم زندگیمو تامین کنم تا حدودی",twitter,pos
"May 29, 2021 @ 00:03:48.318","خدا بداد مردم برسه.همچون آدمی تو هسته قدرت هم هست چطوری پیشرفت کنیم.مدرررک تقلبی.",web,neg
"May 29, 2021 @ 00:03:48.311","تورم هم اينطوري محاسبه شده اگه صد تومان حقوق بگیری ميتوني 150 تومن خرج کنی ",web,neu
"May 29, 2021 @ 00:03:48.301","ایشان استاد گاف هستند دیگه !!!! داخل تلویزیون فرمودند یکی از داماد هایم انقلابی و از خانواده شهدای آمریکاست!!! خوب الحمدالله بچه اش مدرسه را دوست نداشت خودشان مدرسه ساختن براش !!!",web,neg
"May 28, 2021 @ 22:05:39.722","نههه اصلااا عادی شده بود شک میکردم به خودم",twitter,neu
"May 28, 2021 @ 22:05:37.680","اينهمه طرفداری بی منطق از آقای سعید محمد بعد از عدم احراز صلاحیت و بعد از اینکه خود این بزرگوار بیانیه دادند رو نمی فهمم 😶",twitter,neu
"May 28, 2021 @ 22:05:36.847","حتما بخونش خیلی قشنگه.
رمان دختری با هفت اسم ام من تازه تموم کردم به نظرم جالب بود. 
درباره فرار از کره شمالیه 
ارزش خوندنو داره‌ اگه دوست داشتی تو لیستت بزارش.❤️
#EXO #엑소",twitter,pos
"May 28, 2021 @ 22:05:33.982","واقعاً هم همینطوره عواطفت رو میریزی تو خودت و خودخوری میکنی و به مرز دیوانگی میرسی",twitter,neg
"May 28, 2021 @ 22:05:33.237","ایول، خب پس جایی که اونو خونده بودم نامعتبر بوده",twitter,neu
"May 28, 2021 @ 22:05:31.112","یه مدته به خاطر حال مامانم کم اعصاب شدم‌واقعا تحمل هیچ حرفی ندارم چه روزای گندیه",twitter,neg
"May 28, 2021 @ 22:05:29.416","از جمله شما",twitter,neu
"May 28, 2021 @ 22:05:28.561","خب از راه دور چجوری بررسی کرده؟ لابد رادیو ایران گوش میده 😆",twitter,neu
"May 28, 2021 @ 22:05:28.176","تو بزرگ شدی؟؟",twitter,neu
"May 28, 2021 @ 22:05:26.782","از چه لحاظ؟؟؟",twitter,neu
"May 28, 2021 @ 22:05:22.925","مشارکت را کاسه های داغ تر از آشی مثل شما ها پایین اورد",twitter,neu
"May 28, 2021 @ 22:05:21.988","خب این هستش",twitter,neu
"May 28, 2021 @ 22:05:17.985","بله، حتما
اتفاقا چایی رو همیشه توی قوری چینی درست میکنیم ولی سماور نداریم که حتما تهیه میکنیم
بازم ممنونم از لطفتون🙏",twitter,pos
"May 28, 2021 @ 22:05:16.344","آخر یه روز دماغمو می‌دم زیر سنگ فرز راحت شم.",twitter,neu
"May 28, 2021 @ 22:05:10.822","با بغض کشیده شده",twitter,neg
"May 28, 2021 @ 22:05:09.717","چرا هیچکس منو فالو نمیکنه؟
میشه اینگورم نکنین:)؟
چبل!
#XIUMIN_Targeted
#DONT_FIGHT_THE_FEELING",twitter,neu
"May 28, 2021 @ 22:05:08.648","کشور ایران را این موجودات اشغال کرده اند!

👈 اگر این رژیم تا الان سرپا است مقصر تک به تک ما هستیم ولاغیر .",twitter,neg
"May 28, 2021 @ 22:05:03.404","ببخشید شما همونید که داشتید بند کشفتون میبستید؟😕",twitter,neu
"May 28, 2021 @ 22:04:58.000","هههه عجب دنیا گرفتار شدن هان با این‌ سرطانهای بدخیم",twitter,neg
"May 28, 2021 @ 22:04:57.866","نگو از برنججججججججج. 😭😭😭😭",twitter,neg
"May 28, 2021 @ 22:04:52.312","خیلی دوست دارم (و بلدم) که با جملات طولانی مخالفت کنم، اما بی‌فایده‌اس؛ چون به شخصه وقتی در این مود قرار می‌گیرم نیاز ندارم که با منطق چیزی بهم اثبات شه :) حسی که از ارتباط با تو می‌گیرم، گویای این مود نیست؛ فرصتی هم بدست آورده بودم که حقیقی این رو بهت بگم ولی از دست رفت متاسفانه",twitter,neg
"May 28, 2021 @ 22:04:52.162","چجوری اینقد تفاوت هست ینی هم تموم کرده عمومیو هم طرح رو هم رزیدنتی قبول شده و میخونه؟",twitter,neu
"May 28, 2021 @ 22:04:51.596","راستش منظورم از آمارهایی که براساس ویکیپدیا دادم همین طنز بودن نتایج بود ولی نتونستم منظورم رو درست بیان کنم 😅😁",twitter,pos
"May 28, 2021 @ 22:04:50.084","مگه رئیس جمهور بی اختیار نبود؟!

+پس چرا دارید تشکر میکنید؟ :))))))))",twitter,neu
"May 28, 2021 @ 22:04:49.569","دوستان جواب اسگل ها رو ندين،چون به گوه خوردن ميفتين🤦🏽‍♀️",twitter,neg
"May 28, 2021 @ 22:04:46.260","به به از این ورااااا",twitter,pos
"May 28, 2021 @ 22:04:45.070","آره بشار اسد ، کیم جونگ اون و خامنه ای با نود و پنج درصد محبوبیت از همه رهبر ها محبوب ترند 😂... خودتو به یه دکتر نشون بده",twitter,neu
"May 28, 2021 @ 22:04:42.277","ببین هی یادم بودا ولی وسایل شام رو که چیدم یادم رفت چی بود :))",twitter,neu
"May 28, 2021 @ 22:04:42.270","حق این بچه خوردن نداره",twitter,neu
"May 28, 2021 @ 22:04:42.151","بهتره ی سری به صفحه قاسمی بزنی",twitter,neu
"May 28, 2021 @ 22:04:38.023","دیدم پدرم داره میدوئه طرف ماشینه :))))))))))
بعد تا نزدیک شد ماشینیه گازید رفت بعد پدرم گفت میخواستم بزنم چراغاش بشکنه. 🤦‍♀️
منم گفتم اگه اجازه میدادی خودم از پسش برمیومدم و میفیشیدم بهش بره پی کارش",twitter,pos
"May 28, 2021 @ 22:04:29.230","راستی برای این عکسا توی این اکانتم عر نزدم
*صرفا برای عر زدن
عرررررررر 😂💙

EXO EPISODE 02
#XIUMIN_Targeted
#CHANYEOL_Targeted
#KAI_Targeted",twitter,pos
"May 28, 2021 @ 22:04:24.377","از کجا؟",twitter,neu
"May 28, 2021 @ 22:04:21.657","اوکی حالا خیلی آروم بعد از مدت‌ها از پرایوت در میام:)))",twitter,neu
"May 28, 2021 @ 22:04:21.347","خداوکیلی بدترین اصولگراها بعضی وقتها از بعضی ها باشرفترن",twitter,pos
"May 28, 2021 @ 22:04:20.263","سلام بر تو خوشگل",twitter,pos
"May 28, 2021 @ 22:04:18.958","چون فردا که شما پیر شدی و بچه ای نداری که کار کنه و با مالیات کارش جور هزینه های شما رو بکشه بچه های اونان که  با کار و پرداخت مالیات خرج شما رو میدن",twitter,neu
"May 28, 2021 @ 22:04:18.832","اخه از پایه داره اشتباه میزنه",twitter,neg
"May 28, 2021 @ 22:04:18.651","خودمو نگفتم کلی گفتم
من که هر شب رو کصم",twitter,neu
"May 28, 2021 @ 22:04:10.564","تو اسپین آف هایی که قراره از پیکی بلایندرز ساخته شه امیدوارم جان شلبی رو ببینم",twitter,pos
"May 28, 2021 @ 22:04:08.849","ینی خداوکیلی از خالی بودن دستشون جک شایعه میکنن 😂😂😂😂",twitter,pos
"May 28, 2021 @ 22:04:07.930","امروز یه جوون خودشو انداخته بود زیر مترو. ایستگاه پایانه جنوب 😪. خوشبختانه یا متاسفانه زنده موند 😪. پلیس اجازه فیلم‌برداری نمیداد و هر کی گوشی درمیاورد با خشونت زیاد از دستش میگرفتند.
#خودکشی",twitter,neg
"May 28, 2021 @ 22:04:07.359","الان این که دو نفرشون واقعا رو هم کراش داشتن اسپویل نیس؟:)",twitter,neu
"May 28, 2021 @ 22:04:04.843","گوشه کنایه نمیزنم! مشکل دقیقا ندیدن خودمونه
 داداشم هر هفته شماله، پول داده مجوز گرفته. هر هفته هم میگه اینهمه زبون نفهم وسط کرونا شمال چی میگن! یه بار گفتم پ خودت کس خلت چرا میری! دوزاریش افتاد ولی دوساعت توجیه کرد و بازم رفت! از اون به بعد زیر عکسا شمالش کامنت میذارم زبون نفهم",twitter,neg
"May 28, 2021 @ 22:04:04.409","برق بره از کار راحت میشی؟",twitter,neu
"May 28, 2021 @ 22:04:02.542","پادکست به کلاب هوس ترجیح میدم",twitter,neu
"May 28, 2021 @ 22:04:02.305","نه دیگه، شما مثل مسیح مصائب رو از بقیه دور میکنید.",twitter,neu
"May 28, 2021 @ 22:04:00.411","دانشمندی برای تصدی وزارت علوم در کابینه رئیسی.
ایشون برای اینکه توله هاش مثل خوش نابغه بشوند.
وقتی آقازاده به سن دبیررستان رسید، براش مدرسه تاسیس کردند.
حکومت جاهلان 
قاتلان
چپاولگران
...",twitter,neg
